time_dt,timestamp,position_lat,position_long,distance,accumulated_power,enhanced_altitude,altitude,enhanced_speed,speed,cycle_length16,unknown_88,heart_rate,cadence,fractional_cadence,unknown_90,lat,lon,device,speed_calculated,distance_from_start,speed_filtered,speed_calculated_filtered,seconds
2024-01-21 15:21:16+00:00,2024-01-21 15:21:16+00:00,582737264,27583316,1143.08,65535,50.799999999999955,50.799999999999955,2.585,2.585,0.0,300,143,82,0.0,,48.84447321295738,2.312006838619709,Garmin Forerunner 735 XT,2.747216769589815,37.92296516314678,2.5948190045249007,2.747216769589815,13.0
2024-01-21 15:21:17+00:00,2024-01-21 15:21:17+00:00,582737496,27583149,1145.47,65535,50.799999999999955,50.799999999999955,2.585,2.585,0.0,300,144,82,0.0,,48.84449265897274,2.3119928408414125,Garmin Forerunner 735 XT,2.392651881739682,40.31561704488646,2.5915067873303306,2.392651881739682,14.0
2024-01-21 15:21:18+00:00,2024-01-21 15:21:18+00:00,582737694,27582958,1147.65,65535,50.60000000000002,50.60000000000002,2.585,2.585,0.0,300,144,82,0.0,,48.84450925514102,2.311976831406355,Garmin Forerunner 735 XT,2.185872006354301,42.50148905124076,2.5863484162896064,2.185872006354301,15.0
2024-01-21 15:21:19+00:00,2024-01-21 15:21:19+00:00,582737903,27582758,1149.96,65535,50.200000000000045,50.200000000000045,2.585,2.585,0.0,300,144,81,0.0,,48.84452677331865,2.311960067600012,Garmin Forerunner 735 XT,2.3020278501297544,44.803516901370514,2.581220814479652,2.3020278501297544,16.0
2024-01-21 15:21:20+00:00,2024-01-21 15:21:20+00:00,582738108,27582492,1152.45,65535,50.0,50.0,2.575,2.575,0.0,300,144,81,0.0,,48.84454395622015,2.3119377717375755,Garmin Forerunner 735 XT,2.512486697775921,47.316003599146434,2.5750316742081587,2.512486697775921,17.0
2024-01-21 15:21:21+00:00,2024-01-21 15:21:21+00:00,582738282,27582230,1154.69,65535,49.39999999999998,49.39999999999998,2.575,2.575,0.0,300,144,81,0.0,,48.84455854073167,2.311915811151266,Garmin Forerunner 735 XT,2.283096195383645,49.599099794530076,2.5701113122172083,2.283096195383645,18.0
2024-01-21 15:21:22+00:00,2024-01-21 15:21:22+00:00,582738472,27581988,1156.99,65535,49.0,49.0,2.566,2.566,0.0,300,144,81,0.0,,48.844574466347694,2.311895526945591,Garmin Forerunner 735 XT,2.3106727740209503,51.90977256855103,2.565605429864267,2.3106727740209503,19.0
2024-01-21 15:21:23+00:00,2024-01-21 15:21:23+00:00,582738671,27581778,1159.25,65535,48.60000000000002,48.60000000000002,2.566,2.566,0.0,300,144,81,0.0,,48.844591146335006,2.3118779249489307,Garmin Forerunner 735 XT,2.2581323255104886,54.167904894061515,2.561848868778294,2.2581323255104886,20.0
2024-01-21 15:21:24+00:00,2024-01-21 15:21:24+00:00,582738915,27581613,1161.71,65535,48.799999999999955,48.799999999999955,2.557,2.557,0.0,300,144,81,0.0,,48.844611598178744,2.3118640948086977,Garmin Forerunner 735 XT,2.4891728976736305,56.65707779173515,2.5591194570135882,2.4891728976736305,21.0
2024-01-21 15:21:25+00:00,2024-01-21 15:21:25+00:00,582739199,27581452,1164.49,65535,49.0,49.0,2.547,2.547,0.0,300,144,82,0.0,,48.84463540278375,2.3118505999445915,Garmin Forerunner 735 XT,2.825164472176796,59.48224226391194,2.557765610859742,2.825164472176796,22.0
2024-01-21 15:21:26+00:00,2024-01-21 15:21:26+00:00,582739429,27581241,1167.0,65535,49.39999999999998,49.39999999999998,2.547,2.547,0.0,300,145,82,0.0,,48.844654681161046,2.3118329141288996,Garmin Forerunner 735 XT,2.5040450628013944,61.98628732671334,2.5573819004525022,2.5040450628013944,23.0
2024-01-21 15:21:27+00:00,2024-01-21 15:21:27+00:00,582739658,27581029,1169.5,65535,49.60000000000002,49.60000000000002,2.557,2.557,0.0,300,145,81,0.0,,48.84467387571931,2.311815144494176,Garmin Forerunner 735 XT,2.499256395885549,64.48554372259889,2.5577828054298775,2.499256395885549,24.0
2024-01-21 15:21:28+00:00,2024-01-21 15:21:28+00:00,582739871,27580859,1171.75,65535,49.799999999999955,49.799999999999955,2.557,2.557,0.0,300,144,81,0.0,,48.844691729173064,2.3118008952587843,Garmin Forerunner 735 XT,2.2423981282906253,66.72794185088952,2.558185520362004,2.2423981282906253,25.0
2024-01-21 15:21:29+00:00,2024-01-21 15:21:29+00:00,582740052,27580715,1173.65,65535,49.799999999999955,49.799999999999955,2.566,2.566,0.0,300,144,80,0.0,,48.844706900417805,2.3117888253182173,Garmin Forerunner 735 XT,1.9042012531481682,68.6321431040377,2.557888687782819,1.9042012531481682,26.0
2024-01-21 15:21:30+00:00,2024-01-21 15:21:30+00:00,582740232,27580552,1175.6,65535,49.799999999999955,49.799999999999955,2.566,2.566,0.0,300,144,80,0.0,,48.84472198784351,2.3117751628160477,Garmin Forerunner 735 XT,1.9529649193124805,70.58510802335017,2.5550696832579316,1.9529649193124805,27.0
2024-01-21 15:21:31+00:00,2024-01-21 15:21:31+00:00,582740452,27580450,1177.72,65535,49.799999999999955,49.799999999999955,2.557,2.557,0.0,300,142,80,0.0,,48.84474042803049,2.3117666132748127,Garmin Forerunner 735 XT,2.143778341183776,72.72888636453395,2.5522932126696967,2.143778341183776,28.0
2024-01-21 15:21:32+00:00,2024-01-21 15:21:32+00:00,582740684,27580324,1180.0,65535,49.799999999999955,49.799999999999955,2.547,2.547,0.0,300,142,80,0.0,,48.84475987404585,2.3117560520768166,Garmin Forerunner 735 XT,2.296262080703699,75.02514844523765,2.547077828054312,2.296262080703699,29.0
2024-01-21 15:21:33+00:00,2024-01-21 15:21:33+00:00,582740905,27580211,1182.16,65535,50.0,50.0,2.538,2.538,0.0,300,142,80,0.0,,48.84477839805186,2.3117465805262327,Garmin Forerunner 735 XT,2.173262333646238,77.19841077888388,2.539529411764719,2.173262333646238,30.0
2024-01-21 15:21:34+00:00,2024-01-21 15:21:34+00:00,582741141,27580093,1184.46,65535,50.200000000000045,50.200000000000045,2.529,2.529,0.0,300,142,80,0.0,,48.84479817934334,2.3117366898804903,Garmin Forerunner 735 XT,2.3155983903728625,79.51400916925675,2.5292000000000137,2.3155983903728625,31.0
2024-01-21 15:21:35+00:00,2024-01-21 15:21:35+00:00,582741416,27580106,1186.79,65535,50.39999999999998,50.39999999999998,2.51,2.51,0.0,300,141,80,0.0,,48.844821229577065,2.3117377795279026,Garmin Forerunner 735 XT,2.5643090756712628,82.07831824492801,2.5178570135746736,2.5643090756712628,32.0
2024-01-21 15:21:36+00:00,2024-01-21 15:21:36+00:00,582741642,27580119,1188.74,65535,50.39999999999998,50.39999999999998,2.501,2.501,0.0,300,141,81,0.0,,48.84484017267823,2.311738869175315,Garmin Forerunner 735 XT,2.1078854516249756,84.186203696553,2.5045140271493342,2.1078854516249756,33.0
2024-01-21 15:21:37+00:00,2024-01-21 15:21:37+00:00,582741841,27580070,1190.58,65535,50.39999999999998,50.39999999999998,2.501,2.501,0.0,300,141,81,0.0,,48.844856852665544,2.311734762042761,Garmin Forerunner 735 XT,1.878923402493431,86.06512709904642,2.4927918552036332,1.878923402493431,34.0
2024-01-21 15:21:38+00:00,2024-01-21 15:21:38+00:00,582742016,27580051,1192.14,65535,50.39999999999998,50.39999999999998,2.482,2.482,0.0,300,142,81,0.0,,48.844871520996094,2.3117331694811583,Garmin Forerunner 735 XT,1.635202063599536,87.70032916264596,2.480911312217208,1.635202063599536,35.0
2024-01-21 15:21:39+00:00,2024-01-21 15:21:39+00:00,582742224,27580194,1193.73,65535,50.200000000000045,50.200000000000045,2.473,2.473,0.0,300,142,82,0.0,,48.84488895535469,2.3117451556026936,Garmin Forerunner 735 XT,2.1278026884069887,89.82813185105294,2.4677040723982033,2.1278026884069887,36.0
2024-01-21 15:21:40+00:00,2024-01-21 15:21:40+00:00,582742486,27580302,1195.89,65535,50.200000000000045,50.200000000000045,2.454,2.454,0.0,300,142,82,0.0,,48.844910915941,2.311754208058119,Garmin Forerunner 735 XT,2.5301627346504256,92.35829458570338,2.4540407239819135,2.5301627346504256,37.0
2024-01-21 15:21:41+00:00,2024-01-21 15:21:41+00:00,582742747,27580263,1198.31,65535,50.200000000000045,50.200000000000045,2.445,2.445,0.0,300,142,82,0.0,,48.84493279270828,2.311750939115882,Garmin Forerunner 735 XT,2.4443189117143835,94.80261349741777,2.4426769230769363,2.4443189117143835,38.0
2024-01-21 15:21:42+00:00,2024-01-21 15:21:42+00:00,582742990,27580204,1200.59,65535,50.200000000000045,50.200000000000045,2.435,2.435,0.0,300,142,82,0.0,,48.844953160732985,2.3117459937930107,Garmin Forerunner 735 XT,2.293550776336123,97.09616427375389,2.4341628959276145,2.293550776336123,39.0
2024-01-21 15:21:43+00:00,2024-01-21 15:21:43+00:00,582743254,27580238,1202.92,65535,50.200000000000045,50.200000000000045,2.435,2.435,0.0,300,142,82,0.0,,48.84497528895736,2.311748843640089,Garmin Forerunner 735 XT,2.469368058514341,99.56553233226822,2.4299167420814607,2.469368058514341,40.0
2024-01-21 15:21:44+00:00,2024-01-21 15:21:44+00:00,582743614,27580551,1205.83,65535,50.200000000000045,50.200000000000045,2.417,2.417,0.0,300,141,81,0.0,,48.845005463808775,2.311775078997016,Garmin Forerunner 735 XT,3.86571098775947,103.43124332002769,2.429857013574674,3.86571098775947,41.0
2024-01-21 15:21:45+00:00,2024-01-21 15:21:45+00:00,582743993,27580781,1209.06,65535,50.39999999999998,50.39999999999998,2.417,2.417,0.0,300,141,81,0.0,,48.845037231221795,2.3117943573743105,Garmin Forerunner 735 XT,3.8036631028690753,107.23490642289677,2.4355737556561214,3.8036631028690753,42.0
